tailnum,age,manufacturer,engine,seats,size_cat
N102AA,10,AVIAT AIRCRAFT INC,Reciprocating,2,small
N103AA,10,AVIAT AIRCRAFT INC,Reciprocating,2,small
N103SY,3,EMBRAER S A,Turbo-fan,88,small
N10575,15,EMBRAER,Turbo-fan,55,small
N105AA,39,CESSNA,Reciprocating,4,small
N105SY,3,EMBRAER S A,Turbo-fan,88,small
N106SY,3,EMBRAER S A,Turbo-fan,88,small
N107SY,3,EMBRAER S A,Turbo-fan,88,small
N108AA,40,COURTNEY GERALD L,2 Cycle,2,small
N108SY,3,EMBRAER S A,Turbo-fan,88,small
N109AA,10,AVIAT AIRCRAFT INC,Reciprocating,2,small
N109SY,3,EMBRAER S A,Turbo-fan,88,small
N110AA,10,BIGELOW MICHAEL A,4 Cycle,2,small
N110SY,3,EMBRAER S A,Turbo-fan,88,small
N11107,15,EMBRAER,Turbo-fan,55,small
N11109,15,EMBRAER,Turbo-fan,55,small
N11164,13,EMBRAER,Turbo-fan,55,small
N11165,13,EMBRAER,Turbo-fan,55,small
N11181,12,EMBRAER,Turbo-fan,55,small
N11184,12,EMBRAER,Turbo-fan,55,small
N11189,12,EMBRAER,Turbo-fan,55,small
N11192,12,EMBRAER,Turbo-fan,55,small
N11193,12,EMBRAER,Turbo-fan,55,small
N11194,12,EMBRAER,Turbo-fan,55,small
N111AA,NA,BEECH,Turbo-prop,10,small
N11206,17,BOEING,Turbo-fan,149,medium
N112AA,53,AERO COMMANDER,Reciprocating,7,small
N113SY,3,EMBRAER S A,Turbo-fan,88,small
N114AA,47,BEECH,Reciprocating,6,small
N114SY,3,EMBRAER,Turbo-fan,88,small
N11535,16,EMBRAER,Turbo-fan,55,small
N11536,16,EMBRAER,Turbo-fan,55,small
N11539,16,EMBRAER,Turbo-fan,55,small
N11544,15,EMBRAER,Turbo-fan,55,small
N11547,15,EMBRAER,Turbo-fan,55,small
N11548,15,EMBRAER,Turbo-fan,55,small
N11551,15,EMBRAER,Turbo-fan,55,small
N11565,15,EMBRAER,Turbo-fan,55,small
N116SY,3,EMBRAER,Turbo-fan,88,small
N117AA,27,CANADAIR LTD,Turbo-fan,22,small
N117SY,3,EMBRAER S A,Turbo-fan,88,small
N118AA,NA,NORTH AMERICAN,Reciprocating,5,small
N118SY,3,EMBRAER S A,Turbo-fan,88,small
N119SY,3,EMBRAER S A,Turbo-fan,88,small
N1200K,19,BOEING,Turbo-fan,330,large
N1201P,19,BOEING,Turbo-fan,330,large
N120SY,3,EMBRAER S A,Turbo-fan,88,small
N12109,23,BOEING,Turbo-fan,178,medium
N12114,22,BOEING,Turbo-fan,178,medium
N12116,21,BOEING,Turbo-fan,178,medium
N12125,19,BOEING,Turbo-fan,178,medium
N12135,14,EMBRAER,Turbo-fan,55,small
N12157,13,EMBRAER,Turbo-fan,55,small
N12160,13,EMBRAER,Turbo-fan,55,small
N12163,13,EMBRAER,Turbo-fan,55,small
N12166,13,EMBRAER,Turbo-fan,55,small
N12167,13,EMBRAER,Turbo-fan,55,small
N12172,13,EMBRAER,Turbo-fan,55,small
N12175,13,EMBRAER,Turbo-fan,55,small
N12195,12,EMBRAER,Turbo-fan,55,small
N121SY,3,EMBRAER S A,Turbo-fan,88,small
N12201,11,EMBRAER,Turbo-fan,55,small
N12216,19,BOEING,Turbo-fan,149,medium
N12218,19,BOEING,Turbo-fan,149,medium
N12221,19,BOEING,Turbo-fan,149,medium
N12225,19,BOEING,Turbo-fan,149,medium
N12238,18,BOEING,Turbo-fan,149,medium
N122AA,11,ROBINSON HELICOPTER COMPANY,Reciprocating,4,small
N122SY,3,EMBRAER S A,Turbo-fan,88,small
N123AA,11,HURT GEORGE,Reciprocating,1,small
N124AA,3,AIRBUS,Turbo-fan,379,large
N124SY,3,EMBRAER S A,Turbo-fan,88,small
N12540,16,EMBRAER,Turbo-fan,55,small
N12552,15,EMBRAER,Turbo-fan,55,small
N12563,15,EMBRAER,Turbo-fan,55,small
N12564,15,EMBRAER,Turbo-fan,55,small
N12567,15,EMBRAER,Turbo-fan,55,small
N12569,15,EMBRAER,Turbo-fan,55,small
N125AA,3,AIRBUS,Turbo-fan,379,large
N125SY,3,EMBRAER S A,Turbo-fan,88,small
N12754,NA,BOEING,Turbo-fan,149,medium
N127AA,3,AIRBUS,Turbo-fan,379,large
N127SY,3,EMBRAER S A,Turbo-fan,88,small
N128SY,3,EMBRAER S A,Turbo-fan,88,small
N12900,16,EMBRAER,Turbo-fan,55,small
N12922,17,EMBRAER,Turbo-fan,55,small
N12996,17,EMBRAER,Turbo-fan,55,small
N130SY,2,EMBRAER S A,Turbo-fan,88,small
N13110,23,BOEING,Turbo-fan,178,medium
N13113,22,BOEING,Turbo-fan,178,medium
N13118,15,EMBRAER,Turbo-fan,55,small
N13138,18,BOEING,Turbo-fan,178,medium
N13161,13,EMBRAER,Turbo-fan,55,small
N131EV,8,BOMBARDIER INC,Turbo-fan,95,small
N131SY,2,EMBRAER S A,Turbo-fan,88,small
N13227,18,BOEING,Turbo-fan,149,medium
N13248,18,BOEING,Turbo-fan,149,medium
N132EV,8,BOMBARDIER INC,Turbo-fan,95,small
N132SY,2,EMBRAER S A,Turbo-fan,88,small
N133EV,8,BOMBARDIER INC,Turbo-fan,95,small
N133SY,2,EMBRAER S A,Turbo-fan,88,small
N134EV,8,BOMBARDIER INC,Turbo-fan,95,small
N134SY,2,EMBRAER S A,Turbo-fan,88,small
N13538,16,EMBRAER,Turbo-fan,55,small
N13550,15,EMBRAER,Turbo-fan,55,small
N13553,15,EMBRAER,Turbo-fan,55,small
N13566,15,EMBRAER,Turbo-fan,55,small
N135EV,8,BOMBARDIER INC,Turbo-fan,95,small
N135SY,2,EMBRAER S A,Turbo-fan,88,small
N136EV,8,BOMBARDIER INC,Turbo-fan,95,small
N136SY,2,EMBRAER S A,Turbo-fan,88,small
N13716,19,BOEING,Turbo-fan,149,medium
N13718,18,BOEING,Turbo-fan,149,medium
N13720,18,BOEING,Turbo-fan,149,medium
N13750,18,BOEING,Turbo-fan,149,medium
N137EV,8,BOMBARDIER INC,Turbo-fan,95,small
N138EV,8,BOMBARDIER INC,Turbo-fan,95,small
N138SY,2,EMBRAER S A,Turbo-fan,88,small
N13903,16,EMBRAER,Turbo-fan,55,small
N13908,16,EMBRAER,Turbo-fan,55,small
N13913,16,EMBRAER,Turbo-fan,55,small
N13975,18,EMBRAER,Turbo-fan,55,small
N13978,18,EMBRAER,Turbo-fan,55,small
N13979,18,EMBRAER,Turbo-fan,55,small
N13988,17,EMBRAER,Turbo-fan,55,small
N13989,17,EMBRAER,Turbo-fan,55,small
N13992,17,EMBRAER,Turbo-fan,55,small
N13994,17,EMBRAER,Turbo-fan,55,small
N13995,17,EMBRAER,Turbo-fan,55,small
N13997,17,EMBRAER,Turbo-fan,55,small
N139SY,2,EMBRAER S A,Turbo-fan,88,small
N140SY,2,EMBRAER S A,Turbo-fan,88,small
N14102,23,BOEING,Turbo-fan,178,medium
N14105,15,EMBRAER,Turbo-fan,55,small
N14106,23,BOEING,Turbo-fan,178,medium
N14107,23,BOEING,Turbo-fan,178,medium
N14115,22,BOEING,Turbo-fan,178,medium
N14118,20,BOEING,Turbo-fan,178,medium
N14120,20,BOEING,Turbo-fan,178,medium
N14121,20,BOEING,Turbo-fan,178,medium
N14148,14,EMBRAER,Turbo-fan,55,small
N14158,13,EMBRAER,Turbo-fan,55,small
N14162,13,EMBRAER,Turbo-fan,55,small
N14168,13,EMBRAER,Turbo-fan,55,small
N14173,13,EMBRAER,Turbo-fan,55,small
N14174,13,EMBRAER,Turbo-fan,55,small
N14180,12,EMBRAER,Turbo-fan,55,small
N14188,12,EMBRAER,Turbo-fan,55,small
N141SY,2,EMBRAER S A,Turbo-fan,88,small
N14203,11,EMBRAER,Turbo-fan,55,small
N14214,19,BOEING,Turbo-fan,149,medium
N14219,19,BOEING,Turbo-fan,149,medium
N14228,18,BOEING,Turbo-fan,149,medium
N14230,18,BOEING,Turbo-fan,149,medium
N14231,18,BOEING,Turbo-fan,149,medium
N14235,18,BOEING,Turbo-fan,149,medium
N14237,18,BOEING,Turbo-fan,149,medium
N14240,18,BOEING,Turbo-fan,149,medium
N14242,18,BOEING,Turbo-fan,149,medium
N14249,18,BOEING,Turbo-fan,149,medium
N14250,18,BOEING,Turbo-fan,149,medium
N142SY,2,EMBRAER S A,Turbo-fan,88,small
N143DA,19,BOEING,Turbo-fan,330,large
N143SY,2,EMBRAER S A,Turbo-fan,88,small
N144SY,2,EMBRAER S A,Turbo-fan,88,small
N14542,16,EMBRAER,Turbo-fan,55,small
N14543,15,EMBRAER,Turbo-fan,55,small
N14558,NA,EMBRAER,Turbo-fan,55,small
N14562,15,EMBRAER,Turbo-fan,55,small
N14568,15,EMBRAER,Turbo-fan,55,small
N14570,15,EMBRAER,Turbo-fan,55,small
N14573,15,EMBRAER,Turbo-fan,55,small
N145SY,2,EMBRAER S A,Turbo-fan,88,small
N146PQ,10,BOMBARDIER INC,Turbo-fan,95,small
N146SY,2,EMBRAER S A,Turbo-fan,88,small
N14704,19,BOEING,Turbo-fan,149,medium
N14731,18,BOEING,Turbo-fan,149,medium
N14735,18,BOEING,Turbo-fan,149,medium
N147PQ,10,BOMBARDIER INC,Turbo-fan,95,small
N148SY,2,EMBRAER S A,Turbo-fan,88,small
N14902,16,EMBRAER,Turbo-fan,55,small
N14904,16,EMBRAER,Turbo-fan,55,small
N14905,16,EMBRAER,Turbo-fan,55,small
N14907,16,EMBRAER,Turbo-fan,55,small
N14916,16,EMBRAER,Turbo-fan,55,small
N14920,16,EMBRAER,Turbo-fan,55,small
N14923,17,EMBRAER,Turbo-fan,55,small
N14977,18,EMBRAER,Turbo-fan,55,small
N14991,17,EMBRAER,Turbo-fan,55,small
N14993,17,EMBRAER,Turbo-fan,55,small
N14998,17,EMBRAER,Turbo-fan,55,small
N149SY,2,EMBRAER S A,Turbo-fan,88,small
N1501P,27,BOEING,Turbo-fan,290,large
N150AA,45,GRUMMAN AMERICAN AVN. CORP,Reciprocating,2,small
N150SY,2,EMBRAER S A,Turbo-fan,88,small
N151AA,11,TAGUE LARRY,Reciprocating,2,small
N151SY,2,EMBRAER S A,Turbo-fan,88,small
N152AA,2,AIRBUS,Turbo-fan,379,large
N152DL,27,BOEING,Turbo-fan,290,large
N152SY,1,EMBRAER S A,Turbo-fan,88,small
N153AA,10,AVIAT AIRCRAFT INC,Reciprocating,2,small
N153DL,27,BOEING,Turbo-fan,290,large
N153PQ,10,BOMBARDIER INC,Turbo-fan,95,small
N153SY,1,EMBRAER S A,Turbo-fan,88,small
N154AA,1,AIRBUS,Turbo-fan,379,large
N154DL,26,BOEING,Turbo-fan,290,large
N154SY,1,EMBRAER S A,Turbo-fan,88,small
N15555,NA,EMBRAER,Turbo-fan,55,small
N15572,15,EMBRAER,Turbo-fan,55,small
N15574,NA,EMBRAER,Turbo-fan,55,small
N155DL,26,BOEING,Turbo-fan,290,large
N156AA,10,AVIAT AIRCRAFT INC,Reciprocating,2,small
N156DL,26,BOEING,Turbo-fan,290,large
N156SY,1,EMBRAER,Turbo-fan,88,small
N15710,19,BOEING,Turbo-fan,149,medium
N15751,18,BOEING,Turbo-fan,149,medium
N157AA,1,AIRBUS,Turbo-fan,379,large
N157SY,1,EMBRAER S A,Turbo-fan,88,small
N15910,16,EMBRAER,Turbo-fan,55,small
N15912,16,EMBRAER,Turbo-fan,55,small
N15980,18,EMBRAER,Turbo-fan,55,small
N15983,17,EMBRAER,Turbo-fan,55,small
N15986,17,EMBRAER,Turbo-fan,55,small
N1602,18,BOEING,Turbo-fan,330,large
N1603,18,BOEING,Turbo-fan,330,large
N1604R,18,BOEING,Turbo-fan,330,large
N1605,18,BOEING,Turbo-fan,330,large
N16065,18,BOEING,Turbo-fan,330,large
N160SY,1,EMBRAER,Turbo-fan,88,small
N1610D,17,BOEING,Turbo-fan,330,large
N1612T,16,BOEING,Turbo-fan,330,large
N16149,14,EMBRAER,Turbo-fan,55,small
N16170,13,EMBRAER,Turbo-fan,55,small
N16178,12,EMBRAER,Turbo-fan,55,small
N16183,12,EMBRAER,Turbo-fan,55,small
N161AA,1,AIRBUS,Turbo-fan,379,large
N161PQ,9,BOMBARDIER INC,Turbo-fan,95,small
N161SY,1,EMBRAER,Turbo-fan,88,small
N16217,19,BOEING,Turbo-fan,149,medium
N16234,18,BOEING,Turbo-fan,149,medium
N162AA,1,AIRBUS,Turbo-fan,379,large
N162PQ,9,BOMBARDIER INC,Turbo-fan,95,small
N162SY,1,EMBRAER S A,Turbo-fan,88,small
N163AA,1,AIRBUS,Turbo-fan,379,large
N163SY,1,EMBRAER S A,Turbo-fan,88,small
N164SY,1,EMBRAER,Turbo-fan,88,small
N16541,16,EMBRAER,Turbo-fan,55,small
N16546,15,EMBRAER,Turbo-fan,55,small
N16559,15,EMBRAER,Turbo-fan,55,small
N16561,15,EMBRAER,Turbo-fan,55,small
N16571,15,EMBRAER,Turbo-fan,55,small
N165SY,1,EMBRAER S A,Turbo-fan,88,small
N166PQ,9,BOMBARDIER INC,Turbo-fan,95,small
N166SY,1,EMBRAER S A,Turbo-fan,88,small
N16701,19,BOEING,Turbo-fan,149,medium
N16703,19,BOEING,Turbo-fan,149,medium
N16709,19,BOEING,Turbo-fan,149,medium
N16713,19,BOEING,Turbo-fan,149,medium
N16732,18,BOEING,Turbo-fan,149,medium
N167AA,28,GULFSTREAM AEROSPACE,Turbo-fan,22,small
N167SY,1,EMBRAER S A,Turbo-fan,88,small
N168SY,1,EMBRAER S A,Turbo-fan,88,small
N16911,16,EMBRAER,Turbo-fan,55,small
N16919,16,EMBRAER,Turbo-fan,55,small
N16976,18,EMBRAER,Turbo-fan,55,small
N16981,18,EMBRAER,Turbo-fan,55,small
N16987,17,EMBRAER,Turbo-fan,55,small
N169DZ,19,BOEING,Turbo-fan,330,large
N170PQ,9,BOMBARDIER INC,Turbo-fan,95,small
N170SY,2,EMBRAER S A,Turbo-fan,88,small
N17104,23,BOEING,Turbo-fan,178,medium
N17105,23,BOEING,Turbo-fan,178,medium
N17108,15,EMBRAER,Turbo-fan,55,small
N17115,15,EMBRAER,Turbo-fan,55,small
N17122,20,BOEING,Turbo-fan,178,medium
N17126,19,BOEING,Turbo-fan,178,medium
N17128,19,BOEING,Turbo-fan,178,medium
N17133,19,BOEING,Turbo-fan,178,medium
N17139,17,BOEING,Turbo-fan,178,medium
N17159,13,EMBRAER,Turbo-fan,55,small
N17169,13,EMBRAER,Turbo-fan,55,small
N17185,12,EMBRAER,Turbo-fan,55,small
N17196,12,EMBRAER,Turbo-fan,55,small
N171AA,5,CESSNA,Turbo-fan,7,small
N171DN,27,BOEING,Turbo-fan,330,large
N171DZ,19,BOEING,Turbo-fan,330,large
N171SY,2,EMBRAER S A,Turbo-fan,88,small
N17229,18,BOEING,Turbo-fan,149,medium
N17233,18,BOEING,Turbo-fan,149,medium
N17244,18,BOEING,Turbo-fan,149,medium
N17245,18,BOEING,Turbo-fan,149,medium
N172AA,63,CESSNA,Reciprocating,4,small
N172DN,27,BOEING,Turbo-fan,330,large
N172DZ,19,BOEING,Turbo-fan,330,large
N173AA,37,CESSNA,Turbo-fan,8,small
N173DZ,19,BOEING,Turbo-fan,330,large
N173SY,2,EMBRAER S A,Turbo-fan,88,small
N174AA,15,BOEING,Turbo-fan,178,medium
N174DN,27,BOEING,Turbo-fan,330,large
N174DZ,19,BOEING,Turbo-fan,330,large
N174SY,2,EMBRAER S A,Turbo-fan,88,small
N17560,15,EMBRAER,Turbo-fan,55,small
N175DN,27,BOEING,Turbo-fan,330,large
N175DZ,18,BOEING,Turbo-fan,330,large
N175SY,2,EMBRAER S A,Turbo-fan,88,small
N176AA,15,BOEING,Turbo-fan,178,medium
N176DN,27,BOEING,Turbo-fan,330,large
N176DZ,18,BOEING,Turbo-fan,330,large
N176PQ,9,BOMBARDIER INC,Turbo-fan,95,small
N176SY,1,EMBRAER S A,Turbo-fan,88,small
N17719,18,BOEING,Turbo-fan,149,medium
N17730,18,BOEING,Turbo-fan,149,medium
N17752,18,BOEING,Turbo-fan,149,medium
N17753,NA,BOEING,Turbo-fan,149,medium
N177DN,26,BOEING,Turbo-fan,330,large
N177DZ,18,BOEING,Turbo-fan,330,large
N177SY,1,EMBRAER S A,Turbo-fan,88,small
N178AA,15,BOEING,Turbo-fan,178,medium
N178DN,26,BOEING,Turbo-fan,330,large
N178DZ,17,BOEING,Turbo-fan,330,large
N178JB,12,EMBRAER,Turbo-fan,20,small
N178SY,1,EMBRAER S A,Turbo-fan,88,small
N17984,17,EMBRAER,Turbo-fan,55,small
N179AA,15,BOEING,Turbo-fan,178,medium
N179DN,26,BOEING,Turbo-fan,330,large
N179JB,12,EMBRAER,Turbo-fan,20,small
N179SY,1,EMBRAER S A,Turbo-fan,88,small
N180AA,44,CESSNA,Reciprocating,6,small
N180DN,25,BOEING,Turbo-fan,330,large
N18112,22,BOEING,Turbo-fan,178,medium
N18119,20,BOEING,Turbo-fan,178,medium
N181AA,NA,DJI,Electric,NA,NA
N181DN,25,BOEING,Turbo-fan,330,large
N181PQ,9,BOMBARDIER INC,Turbo-fan,95,small
N181SY,1,EMBRAER S A,Turbo-fan,88,small
N18220,19,BOEING,Turbo-fan,149,medium
N18223,19,BOEING,Turbo-fan,149,medium
N18243,18,BOEING,Turbo-fan,149,medium
N182AA,38,BELL,Turbo-shaft,5,small
N182DN,25,BOEING,Turbo-fan,330,large
N182SY,1,EMBRAER S A,Turbo-fan,88,small
N183AA,59,BEECH,Reciprocating,5,small
N183DN,24,BOEING,Turbo-fan,330,large
N183JB,12,EMBRAER,Turbo-fan,20,small
N183SY,1,EMBRAER S A,Turbo-fan,88,small
N184DN,24,BOEING,Turbo-fan,330,large
N184JB,12,EMBRAER,Turbo-fan,20,small
N184SY,1,EMBRAER S A,Turbo-fan,88,small
N18556,15,EMBRAER,Turbo-fan,55,small
N18557,NA,EMBRAER,Turbo-fan,55,small
N185DN,22,BOEING,Turbo-fan,330,large
N185SY,1,EMBRAER,Turbo-fan,88,small
N186AA,32,ANGER ANTHONY B,Reciprocating,1,small
N186DN,22,BOEING,Turbo-fan,330,large
N186PQ,9,BOMBARDIER INC,Turbo-fan,95,small
N186SY,1,EMBRAER,Turbo-fan,88,small
N187AA,16,DASSAULT AVIATION,Turbo-fan,14,small
N187DN,21,BOEING,Turbo-fan,330,large
N187JB,12,EMBRAER,Turbo-fan,20,small
N187PQ,9,BOMBARDIER INC,Turbo-fan,95,small
N187SY,0,EMBRAER S A,Turbo-fan,88,small
N188AA,53,BEECH,Reciprocating,4,small
N188DN,21,BOEING,Turbo-fan,330,large
N188SY,0,EMBRAER S A,Turbo-fan,88,small
N189AA,58,BEECH,Reciprocating,5,small
N189DN,20,BOEING,Turbo-fan,330,large
N189SY,0,EMBRAER S A,Turbo-fan,88,small
N190AA,16,BOEING,Turbo-fan,178,medium
N190DN,20,BOEING,Turbo-fan,330,large
N190JB,12,EMBRAER,Turbo-fan,20,small
N19117,21,BOEING,Turbo-fan,178,medium
N19130,19,BOEING,Turbo-fan,178,medium
N19136,18,BOEING,Turbo-fan,178,medium
N19141,17,BOEING,Turbo-fan,178,medium
N191AA,58,BEECH,Reciprocating,5,small
N191DN,20,BOEING,Turbo-fan,330,large
N191SY,0,EMBRAER S A,Turbo-fan,88,small
N192AA,58,BEECH,Reciprocating,5,small
N192DN,20,BOEING,Turbo-fan,330,large
N192JB,12,EMBRAER,Turbo-fan,20,small
N192SY,0,EMBRAER S A,Turbo-fan,88,small
N193AA,38,MITSUBISHI,Turbo-prop,10,small
N193DN,20,BOEING,Turbo-fan,330,large
N193JB,12,EMBRAER,Turbo-fan,20,small
N193SY,0,EMBRAER S A,Turbo-fan,88,small
N194AA,16,BOEING,Turbo-fan,178,medium
N194DN,20,BOEING,Turbo-fan,330,large
N194SY,NA,EMBRAER S A,Turbo-fan,88,small
N19554,15,EMBRAER,Turbo-fan,55,small
N195AA,39,PIPER,Turbo-prop,8,small
N195DN,20,BOEING,Turbo-fan,330,large
N195PQ,9,BOMBARDIER INC,Turbo-fan,95,small
N195SY,NA,EMBRAER S A,Turbo-fan,88,small
N196AA,16,BOEING,Turbo-fan,178,medium
N196DN,20,BOEING,Turbo-fan,330,large
N197AA,36,BELL,Turbo-shaft,5,small
N197DN,20,BOEING,Turbo-fan,330,large
N197JB,11,EMBRAER,Turbo-fan,20,small
N198AA,16,BOEING,Turbo-fan,178,medium
N198DN,19,BOEING,Turbo-fan,330,large
N198JB,11,EMBRAER,Turbo-fan,20,small
N199AA,59,BEECH,Reciprocating,5,small
N199DN,19,BOEING,Turbo-fan,330,large
N200SY,1,EMBRAER S A,Turbo-fan,88,small
N200WN,12,BOEING,Turbo-fan,140,medium
N201FR,9,AIRBUS,Turbo-fan,182,medium
N201LV,12,BOEING,Turbo-fan,140,medium
N202FR,9,AIRBUS,Turbo-fan,182,medium
N202SY,1,EMBRAER S A,Turbo-fan,88,small
N202WN,12,BOEING,Turbo-fan,140,medium
N203FR,15,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N203JB,11,EMBRAER,Turbo-fan,20,small
N203SY,1,EMBRAER S A,Turbo-fan,88,small
N203WN,12,BOEING,Turbo-fan,140,medium
N204SY,1,EMBRAER S A,Turbo-fan,88,small
N204UA,18,BOEING,Turbo-fan,400,large
N204WN,12,BOEING,Turbo-fan,140,medium
N205FR,7,AIRBUS,Turbo-fan,182,medium
N205SY,0,EMBRAER S A,Turbo-fan,88,small
N205WN,12,BOEING,Turbo-fan,140,medium
N206FR,7,AIRBUS,Turbo-fan,182,medium
N206JB,11,EMBRAER,Turbo-fan,20,small
N206SY,0,EMBRAER S A,Turbo-fan,88,small
N206UA,18,BOEING,Turbo-fan,400,large
N206WN,12,BOEING,Turbo-fan,140,medium
N207AA,16,GULFSTREAM AEROSPACE,Turbo-fan,22,small
N207FR,7,AIRBUS,Turbo-fan,182,medium
N207SY,0,EMBRAER S A,Turbo-fan,88,small
N207WN,12,BOEING,Turbo-fan,140,medium
N208SY,0,EMBRAER S A,Turbo-fan,88,small
N208WN,12,BOEING,Turbo-fan,140,medium
N209SY,0,EMBRAER S A,Turbo-fan,88,small
N209UA,18,BOEING,Turbo-fan,400,large
N209WN,12,BOEING,Turbo-fan,140,medium
N210FR,6,AIRBUS,Turbo-fan,182,medium
N210UA,17,BOEING,Turbo-fan,400,large
N210WN,12,BOEING,Turbo-fan,140,medium
N21108,23,BOEING,Turbo-fan,178,medium
N21154,14,EMBRAER,Turbo-fan,55,small
N21197,11,EMBRAER,Turbo-fan,55,small
N211FR,6,AIRBUS,Turbo-fan,182,medium
N211SY,0,EMBRAER S A,Turbo-fan,88,small
N211UA,17,BOEING,Turbo-fan,400,large
N211WN,12,BOEING,Turbo-fan,140,medium
N212UA,17,BOEING,Turbo-fan,400,large
N212WN,12,BOEING,Turbo-fan,140,medium
N2135U,0,BOEING,Turbo-fan,552,large
N2136U,0,BOEING,Turbo-fan,552,large
N2138U,0,BOEING,Turbo-fan,552,large
N213FR,6,AIRBUS,Turbo-fan,182,medium
N213SY,0,EMBRAER S A,Turbo-fan,88,small
N213UA,17,BOEING,Turbo-fan,400,large
N213WN,12,BOEING,Turbo-fan,140,medium
N2140U,0,BOEING,Turbo-fan,552,large
N2142U,0,BOEING,Turbo-fan,552,large
N214UA,17,BOEING,Turbo-fan,400,large
N214WN,12,BOEING,Turbo-fan,140,medium
N21537,16,EMBRAER,Turbo-fan,55,small
N215UA,17,BOEING,Turbo-fan,400,large
N215WN,12,BOEING,Turbo-fan,140,medium
N216FR,6,AIRBUS,Turbo-fan,182,medium
N216JB,11,EMBRAER,Turbo-fan,20,small
N216UA,17,BOEING,Turbo-fan,400,large
N216WR,12,BOEING,Turbo-fan,140,medium
N217JC,12,BOEING,Turbo-fan,140,medium
N217UA,17,BOEING,Turbo-fan,400,large
N218FR,16,AIRBUS INDUSTRIE,Turbo-fan,182,medium
N218UA,16,BOEING,Turbo-fan,400,large
N218WN,12,BOEING,Turbo-fan,140,medium
N219FR,15,AIRBUS,Turbo-fan,182,medium
N219UA,16,BOEING,Turbo-fan,400,large
N219WN,12,BOEING,Turbo-fan,140,medium
N220FR,4,AIRBUS,Turbo-fan,182,medium
N220UA,16,BOEING,Turbo-fan,400,large
N220WN,12,BOEING,Turbo-fan,140,medium
N221FR,10,AIRBUS,Turbo-fan,182,medium
N221UA,16,BOEING,Turbo-fan,400,large
N221WN,12,BOEING,Turbo-fan,140,medium
N222UA,16,BOEING,Turbo-fan,400,large
N222WN,12,BOEING,Turbo-fan,140,medium
N223FR,11,AIRBUS,Turbo-fan,182,medium
N223UA,16,BOEING,Turbo-fan,400,large
N223WN,12,BOEING,Turbo-fan,140,medium
N2243U,0,BOEING,Turbo-fan,552,large
N224AK,1,BOEING,Turbo-fan,222,medium
N224UA,16,BOEING,Turbo-fan,400,large
N224WN,12,BOEING,Turbo-fan,140,medium
N225UA,16,BOEING,Turbo-fan,400,large
N225WN,12,BOEING,Turbo-fan,140,medium
N226UA,15,BOEING,Turbo-fan,400,large
N226WN,12,BOEING,Turbo-fan,140,medium
N227FR,3,AIRBUS,Turbo-fan,182,medium
N227UA,15,BOEING,Turbo-fan,400,large
N227WN,12,BOEING,Turbo-fan,140,medium
N228FR,4,AIRBUS,Turbo-fan,182,medium
N228JB,11,EMBRAER,Turbo-fan,20,small
N228PQ,8,BOMBARDIER INC,Turbo-fan,95,small
N228UA,15,BOEING,Turbo-fan,400,large
N228WN,12,BOEING,Turbo-fan,140,medium
N22909,16,EMBRAER,Turbo-fan,55,small
N229FR,4,AIRBUS,Turbo-fan,182,medium
N229JB,11,EMBRAER,Turbo-fan,20,small
N229UA,15,BOEING,Turbo-fan,400,large
N229WN,11,BOEING,Turbo-fan,140,medium
N230FR,2,AIRBUS,Turbo-fan,182,medium
N230WN,11,BOEING,Turbo-fan,140,medium
N23139,14,EMBRAER,Turbo-fan,55,small
N231JB,11,EMBRAER,Turbo-fan,20,small
N231WN,11,BOEING,Turbo-fan,140,medium
N232FR,2,AIRBUS,Turbo-fan,182,medium
N232PQ,8,BOMBARDIER INC,Turbo-fan,95,small
N232WN,11,BOEING,Turbo-fan,140,medium
N2331U,1,BOEING,Turbo-fan,552,large
N2332U,1,BOEING,Turbo-fan,552,large
N2333U,0,BOEING,Turbo-fan,552,large
N233FR,1,AIRBUS,Turbo-fan,182,medium
N233LV,11,BOEING,Turbo-fan,140,medium
N2341U,0,BOEING,Turbo-fan,552,large
N234WN,11,BOEING,Turbo-fan,140,medium
N235FR,1,AIRBUS,Turbo-fan,182,medium
N235WN,11,BOEING,Turbo-fan,140,medium
N236AK,1,BOEING,Turbo-fan,222,medium
N236FR,1,AIRBUS,Turbo-fan,182,medium
N236JB,11,EMBRAER,Turbo-fan,20,small
N236WN,11,BOEING,Turbo-fan,140,medium
N23707,19,BOEING,Turbo-fan,149,medium
N23708,19,BOEING,Turbo-fan,149,medium
N23721,18,BOEING,Turbo-fan,149,medium
N237AK,1,BOEING,Turbo-fan,222,medium
N237WN,11,BOEING,Turbo-fan,140,medium
N238AK,1,BOEING,Turbo-fan,222,medium
N238FR,1,AIRBUS,Turbo-fan,182,medium
N238JB,NA,EMBRAER,Turbo-fan,20,small
N238WN,12,BOEING,Turbo-fan,140,medium
N239JB,11,EMBRAER,Turbo-fan,20,small
N239WN,11,BOEING,Turbo-fan,140,medium
N240WN,11,BOEING,Turbo-fan,140,medium
N24103,15,EMBRAER,Turbo-fan,55,small
N241WN,11,BOEING,Turbo-fan,140,medium
N24202,17,BOEING,Turbo-fan,149,medium
N24211,19,BOEING,Turbo-fan,149,medium
N24212,19,BOEING,Turbo-fan,149,medium
